Column1;Column2
Farklý bir programa yatay geçiþ yaptýðýmda kaç yýl içinde mezun olmalýyým?;Yeni kabul edildiðin programýn azami öðrenim süresinden, intibak edildiðin sýnýfýn yýlý çýkartýlarak yeni süren belirlenir. Örneðin, 4 yýllýk bir programa 2. sýnýftan baþladýysan, kalan süren 3 yýl olur.
Yatay geçiþ yaptýðýmda hangi derslerden muaf olabilirim?;Muafiyet, fakültenin ders içeriklerini incelemesine baðlýdýr. Geçmiþ derslerinin kredileri ve içeriði uyumlu ise bazý derslerden muaf tutulabilirsin.
Yatay geçiþ yaptýktan sonra tekrar yatay geçiþ yapabilir miyim?;Evet, ancak her üniversitenin yatay geçiþ kurallarý farklýdýr. Merkezi yerleþtirme puaný ile yatay geçiþten sonra tekrar yatay geçiþ yapabilmek için belirli þartlarý karþýlaman gerekebilir.
Yatay geçiþ yaptýðýmda yeni üniversitemde kaçýncý sýnýftan baþlayacaðým?;Kaçýncý sýnýftan baþlayacaðýn, önceki derslerinin deðerlendirilmesine ve intibak sürecine baðlýdýr. Fakülte tarafýndan yapýlan inceleme sonucunda belirlenir.
Programlararasý geçiþ nedir?;Programlararasý geçiþ, ayný üniversite içinde farklý bir lisans programýna geçiþ yapma hakkýdýr. Belirli kontenjan ve akademik baþarý kriterlerine göre deðerlendirilir.
Programlararasý geçiþ için nasýl baþvuru yapabilirim?;Baþvurular belirlenen tarihlerde Kampüs Bilgi Sistemi üzerinden Online Baþvuru Formu doldurularak yapýlýr.
Programlararasý geçiþ baþvurusu yapabilmek için öðrenci en az kaç yarýyýl öðrenim görmelidir?;Öðrencinin, yabancý dil hazýrlýk sýnýfý hariç, kayýtlý olduðu lisans programýnda en az bir yarýyýl öðrenim görmüþ olmasý gerekir.
Bir öðrenci programlararasý geçiþ yaparken not ortalamasý kaç olmalýdýr?;Programlararasý geçiþ yapabilmek için öðrencinin aðýrlýklý genel not ortalamasýnýn (GPA) 4.00 üzerinden en az 2.50 olmasý gerekmektedir.
Programlararasý geçiþ hangi yarýyýllara yapýlabilir?;Programlararasý geçiþler yalnýzca 2., 3., 4. ve 5. yarýyýllara yapýlabilir.
Daha önce programlararasý geçiþ yapan bir öðrenci tekrar geçiþ yapabilir mi?;Hayýr, bir öðrenci yalnýzca bir defa programlararasý geçiþ yapabilir. Ancak, daha önce geçiþ yapan bir öðrenci, ÖSYS merkezi yerleþtirme sonucu kayýt yaptýrdýðý programa geri dönebilir.
Programlararasý geçiþ baþvurularý nasýl yapýlýr?;Programlararasý geçiþ baþvurularý, akademik takvimde ilan edilen tarihlerde Kampüs Bilgi Sistemi üzerinden online olarak yapýlmaktadýr.
Dikey Geçiþ Sýnavý (DGS) ile kayýt olan bir öðrenci programlararasý geçiþ yapabilir mi?;"Evet, ancak öðrencinin geçiþ yapmak istediði lisans programýnýn, sýnava girdiði yýl ÖSYM tarafýndan yayýmlanan ""Ön Lisans Mezuniyet Alanlarýna Göre Dikey Geçiþ Yapýlabilecek Lisans Programlarý"" listesinde yer almasý gerekmektedir."
Özel Yetenek Sýnavý ile öðrenci alan bir bölüme geçiþ yapmak isteyen öðrencilerin saðlamasý gereken ek þart nedir?;Özel Yetenek Sýnavý ile öðrenci alan bir lisans programýna geçiþ yapmak isteyen öðrencinin, diðer þartlarý saðlamasýnýn yaný sýra Üniversite tarafýndan yapýlacak özel yetenek sýnavýndan da baþarýlý olmasý gerekir.
Programlararasý geçiþ yapan öðrencinin burs durumu nasýl etkilenir?;Kurum içi yatay geçiþ yapan öðrenciler, destek bursu, kardeþ, eþ ve personel burslarý dýþýndaki önceki programlarýna özgü diðer burslardan (Akademik Baþarý Bursu, Tercih Bursu vb.) yararlanamazlar.
Programlararasý geçiþ yapan bir öðrenci öðrenim süresi açýsýndan nasýl etkilenir?;Öðrencinin önceki programýnda geçirdiði süre, yeni programýndaki öðrenim süresine dahil edilir ve maksimum öðrenim süresi buna göre hesaplanýr.
Programlararasý geçiþe baþvuru yapacak öðrencinin ÖSYS/YKS puaný nasýl deðerlendiriliyor?;Öðrencinin geçiþ yapmak istediði lisans programý için geçerli olan puan türündeki merkezi yerleþtirme puaný, Türkiye’deki eþdeðer lisans programlarýnýn (KKTC hariç) en düþük taban puanýndan az olmamalýdýr.
Özel Yetenek Sýnavý ile öðrenci alan bir bölüme geçiþ yapmak isteyen öðrenciler için ek bir þart var mý?;Evet, bu tür programlara geçiþ yapmak isteyen öðrencilerin, diðer þartlarý saðlamalarýnýn yaný sýra Üniversite tarafýndan yapýlacak yetenek sýnavýndan da baþarýlý olmalarý gerekir.
Programlararasý geçiþ baþvurularý nasýl deðerlendirilir?;Aðýrlýklý genel not ortalamasý,Ortak derslerdeki baþarý durumu (varsa),Üniversiteye kayýt olduðu yýldaki ÖSYS/YKS puanýnýn %40'ý.
DGS ile kayýt yaptýran öðrencilerin yatay geçiþ baþvurularýnda hangi puan dikkate alýnýr?;DGS öðrencileri için ilgili yýlýn YKS taban puaný dikkate alýnarak deðerlendirme yapýlýr.
Programlar Arasý geçiþ hakký kazanan öðrenciler kayýt iþlemlerini nasýl yapmalýdýr?;Kayýt hakký kazanan öðrenciler, Senato tarafýndan belirlenen “Kayýt Tarihleri” içinde ýslak imzalý Programlar Arasý Geçiþ Kayýt Dilekçesi ve gerekli belgelerle birlikte Öðrenci Ýþleri Daire Baþkanlýðýna þahsen veya noter onaylý vekâletname ile belirledikleri vekilleri aracýlýðýyla baþvurmalýdýr.
Kayýt hakký kazanan öðrenci, yatay geçiþ baþvurusunu nasýl tamamlar?;Öðrenci, ilan edilen tarihlerde Programlar Arasý Geçiþ Kayýt Dilekçesi ve istenen belgeleri eksiksiz bir þekilde Öðrenci Ýþleri Daire Baþkanlýðýna teslim ederek kaydýný tamamlar.
Programlar Arasý Geçiþ hakký kazanan öðrenci, kaydýný e-posta veya online sistem üzerinden tamamlayabilir mi?;Hayýr, öðrenci kaydýný þahsen veya noter onaylý vekâletname ile belirlediði vekili aracýlýðýyla yapmak zorundadýr.
Kayýt yaptýrmaya gidemeyen öðrenci, yerine bir baþkasýný gönderebilir mi?;Evet, ancak yerine göndereceði kiþi için noter onaylý vekâletname düzenlemesi gerekmektedir.
Asil adaylardan kayýt yaptýrmayanlar olursa, yedek öðrenciler nasýl deðerlendirilir?;Eðer ilan edilen tarihlerde asil öðrenciler kayýt yaptýrmazsa, yedek öðrenciler için Senato tarafýndan belirlenen “Yedek Öðrenci Kayýt Tarihleri” devreye girer.
Yedek adaylar için yatay geçiþ kayýt süreci nasýl iþler?;Yedek adaylar, belirlenen kayýt tarihlerinde ýslak imzalý Programlar Arasý Geçiþ Kayýt Dilekçesi ve gerekli belgelerle Öðrenci Ýþleri Daire Baþkanlýðýna þahsen veya noter onaylý vekâletname ile baþvurarak kayýt iþlemlerini tamamlayabilirler.
Asil listeden bir öðrenci kayýt yaptýrmazsa, yerine hangi yedek öðrenci alýnýr?;Genel baþarý sýralamasýna göre en yüksek puaný alan yedek adaydan baþlanarak boþ kontenjanlar doldurulur.
Kurumlar Arasý muafiyet baþvurusu ne zaman yapýlmalýdýr?;Öðrenci, programlar arasý yatay geçiþ kaydýný yaptýrdýktan sonra en geç beþ iþ günü içinde muafiyet baþvurusu yapmalýdýr.
Programlararasý geçiþ baþvurularýný kim deðerlendirir?;Baþvurular, ilgili Dekanlýk tarafýndan belirlenen komisyon tarafýndan deðerlendirilir ve Fakülte Yönetim Kurulu tarafýndan karara baðlanýr.
Kurumlar Arasý yatay geçiþte genel baþarý puaný eþit olan iki adaydan hangisi öncelikli kabul edilir?;Genel baþarý puaný eþit olan adaylar arasýnda ÖSYS/YKS puaný yüksek olan aday öncelikli olarak kabul edilir.
Kampüs içinde ulaþým nasýl saðlanýyor?;Kampüsün içinde yaya olarak ulaþým saðlanýr. Ayrýca bisiklet, scooter gibi kiþisel ulaþým araçlarý da kullanýlabilir.
Kampüs içinde öðrencilere özel servis hizmeti var mý?;Kampüs içinde servis hizmetimiz bulunmamaktadýr.
Kampüs içi servisleri kimler kullanabilir?;Kampüs içinde servis hizmetimiz bulunmamaktadýr. Golf arabasý hizmetimiz ise personellere aittir.
Kampüs içinde yaya yollarý güvenli mi?;Evet.
Kampüs içinde bisiklet veya scooter kullanabilir miyim?;Evet.
Elektrikli scooter veya bisiklet kiralama hizmeti var mý?;Hayýr.
Kampüs içindeki yollar engelli dostu mu?;Evet. Yollarýmýz engelli öðrencilerimiz için uygundur.
Kampüs içindeki yollar engelliler için uygun mu?;Evet, uygundur.
Kampüs içindeki yollar engelliler için zor mu?;Hayýr, engelli öðrencilerimiz için bina içinde ve dýþýnda gereken imkanlar bulunmaktadýr.
Kampüs içinde yürüyerek ortalama kaç dakikada ulaþým saðlanýr?;Hangi binalar arasýnda yürüyeceðinize baðlýdýr. En uzun yürüme mesafesi yaklaþýk 8-12 dakikadýr.
Kampüs içinde yemekhaneye kaç dakikada yürünür?;Giriþten yemekhaneye yaklaþýk 5 dakikada yürünür.
Kampüsün giriþinden SKS'ye nasýl yürürüm?;Giriþten sonra sola dönünüz, kýz yurdu giriþini geçtikten sonra açýk spor sahalarýný göreceksiniz. SKS, açýk futbol sahasýnýn içinde bulunuyor. Detaylý bilgi için kampüsün haritasýna bakabilirsiniz.
Teknopark binasý kampüsten ne kadar uzak? ;Kampüsümüzün giriþinden 15 dakika yürüme mesafesinde.
Kütüphane ve yemekhane arasý çok mesafe var mý?;Yok. Yaklaþýk 2 dakika yürüme mesafesinde.
Tarihi Bina ve Eðitim Fakültesi binasý arasý kaç dakika?;Yaklaþýk 4 dakika yürüme mesafesi.
Spor Salonlarý kampüsün neresinde?;Spor Salonlarý kampüsümüzün ana giriþinden sonra sol kýsýmda yer alýyor.
Kampüs içinde özel araç kullanýmý yasak mý?;Evet. Öðrencilerin özel otomobillerini girdirmesi yasak.
Kendi aracýmla üniversiteye girebilir miyim?;Hayýr.
Kampüs içinde öðrencilere özel otopark var mý?;Evet, misafir ve öðrenciler için iki tane otoparkýmýz mevcuttur.
Kampüste aracýmý nereye park edeceðim?;Üniversitelerin giriþlerinde otoparkýmýz mevcuttur.
Otoparklar ne zaman kapanýyor?;Otoparklar 7/24 açýktýr.
Otoparklar 24 saat açýk mý?;Evet
Otopark kullanýmý ücretli mi?;Hayýr.
Otopark giriþ çýkýþ saatleri nasýl?;Kampüs dýþýndaki misafir ve öðrenci otoparklarý her zaman açýktýr.
Hazýrlýktan muafiyet þartlarý nelerdir?;Üniversitenin zorunlu yabancý dil hazýrlýk sýnýfý olan lisans diploma programlarýna ilk kez kayýt yaptýran öðrenciler, akademik takvimde ilan edilen tarihte yapýlan yabancý dil yeterlilik sýnavýndan baþarýlý olursa, zorunlu yabancý dil hazýrlýk sýnýfýndan muaf sayýlýr ve doðrudan kaydolduðu lisans diploma programýna devam eder.  Öðrencilerden, ulusal veya uluslararasý sýnavlardan ÖSYM Yönetim Kurulu tarafýndan oluþturulan “Avrupa Ortak Dil Çerçevesi Seviyeleri”nde gösterilen “B2” Seviyesine eþdeðer puan alanlar, bu belgelerin orijinallerini kayýt süresi içinde Öðrenci Ýþleri Daire Baþkanlýðý’na teslim ederek, zorunlu Arapça hazýrlýk sýnýfýndan muaf tutulur ve doðrudan kaydolduklarý lisans diploma programýna devam ederler. En az son üç yýlýnda, öðretim dili olarak belirlenen yabancý dilin anadili olarak konuþulduðu bir ülkede, o ülke vatandaþlarýnýn devam ettiði ortaöðretim kurumlarýnda eðitim görüp, ortaöðrenimini bu kurumlarda tamamlayanlar, ilgili zorunlu yabancý dil hazýrlýk sýnýfýndan muaf tutularak kaydolduklarý lisans diploma programýna devam ederler. Üniversiteye ilk defa kaydolan öðrencinin baþka bir üniversitenin yabancý dil hazýrlýk sýnýfýndan almýþ olduðu baþarý durumunu gösteren belgesine istinaden, zorunlu yabancý dil hazýrlýk sýnýfý muafiyeti, ilgili Fakülte/Yüksekokul Yönetim Kurulu kararý ile belirlenir.
Elektrikli araç þarj istasyonu kampüs içinde mevcut mu?;Hayýr.
Otopark tiktak araçlarý için uygun mu?;Evet, tiktak araçlarýný otoparkýmýzda park edebilirsiniz.
Tiktak araçlarýný otoparkýn içine park edebilir miyim?;Evet.
Kampüs içi ulaþýmda engelli rampalarý var mý?;Evet var.
Engelli öðrenciler arabalarýný kampüsün içinde park edebilir mi?;Evet, engelli ve saðlýk raporu olan öðrenciler üniversite içindeki otoparka park etme haklarýna sahiptirler.
Engelli öðrenciler için otoparkta özel alan var mý?;Engelli ve saðlýk raporu olan öðrenciler üniversite içindeki otoparka park etme haklarýna sahiptirler.
Üniversitede kaç tane otopark var?;3 tane otopark vardýr.
Otoparklar kampüs içinde mi kampüs dýþýnda mý?;1 tanesi kampüs içinde. 2 tanesi kampüs dýþýnda.
Kampüs içinde taksi çaðýrabileceðim bir nokta var mý?;Evet taksiler üniversite kampüsünün içinden öðrenci alabilir. 
Kampüs içine taksi çaðýrabilir miyim?;Evet, çaðýrabilirsin.
Kampüs içinde araba kullanabilir miyim?;Hayýr.
Hazýrlýk sýnýfýnda saðlýk raporuna dayalý kaç devamsýzlýk hakkým var?;Bir modülde, %85 oranýnda derse devam zorunluluðu vardýr. Saðlýk kurumlarýndan alýnan rapor veya diðer benzeri belgelere dayalý devamsýzlýklar %15 oranýndaki mazeret içinde deðerlendirilir.
Hazýrlýk sýnýfýnda derslere gelmezsem ne olur?;Herhangi bir modülde %15 oranýndan fazla derse mazeretli ve/veya mazeretsiz olarak devam etmeyen veya edemeyen öðrenci, “devamsýz” sayýlarak “baþarýsýz” olur ve ilgili modülü, devam eden modülde tekrar eder.
Espresso Lab kampüsün neresinde?;Espresso Lab üniversite kampüsünün ana giriþinden sonra solda yer alýyor. Detaylý bilgi için kampüsümüzün haritasýna bakýnýz.
Dilek pastanesi kampüsün neresinde?;Dilek Pastanesi Kütüphanenin karþýsýnda yer alýyor. Detaylý bilgi için kampüsümüzün haritasýna bakýnýz.
Coffee Factory kampüsün neresinde?;Coffee Factory Dilek Pastanesinin hemen yanýnda yer alýyor. Detaylý bilgi için kampüsümüzün haritasýna bakýnýz.
Kampüs haritasýný nerede bulabilirim?;Ýzü web sayfasýnda bulunuyor. https://izu.edu.tr/kampus-haritasi
Hazýrlýk sýnýfý kimler için zorunlu?;Bölümünde yabancý dil oraný bulunduran öðrencilere, dil muafiyet sýnavýndan geçemeyenlere zorunludur.
hazýrlýk sýnýfý her öðrenci için zorunlu mu?;Hayýr. Dil yeterliliði olan öðrencilerin hazýrlýk sýnýfý okumasýna gerek yoktur.
Seviye belirleme sýnavýna girmek zorunlumu?;Zorunlu deðil. Seviye belirleme sýnavýna girmeyen öðrenciler A1 seviyesinde öðrenime baþlayacaklardýr.
Hazýrlýk eðitimi ne kadar sürüyor?;1 yýl.
Hazýrlýk eðitimi hangi dilde veriliyor?;Seçeceðiniz bölüme göre Arapça, Türkçe ve Ýngilizce dili için hazýrlýk sýnýflarýmýz var.
Hangi diller için hazýrlýk sýnýfý var?;Arapça, Türkçe, Ýngilizce.
Hazýrlýk sýnýfýnda derslere devam zorunlu mu?;Evet. Yabancý dil hazýrlýk sýnýfýnda derslere devam ve her türlü ders faaliyetlerine (ödev, proje vb.) katýlmak zorunludur.
Hazýrlýk sýnýfýnda devam zorunluluðu nedir?;Bir modülde, %85 oranýnda derse devam zorunluluðu vardýr. Saðlýk kurumlarýndan alýnan rapor veya diðer benzeri belgelere dayalý devamsýzlýklar %15 oranýndaki mazeret içinde deðerlendirilir.
Hazýrlýk eðitimi online mý, yüz yüze mi?;Yüzyüze eðitim.
Hazýrlýk eðitimi çevrimiçi mi?;Hayýr, yüzyüze eðitim verilmektedir.
Hazýrlýk sýnýfý için ders seçimi var mý?;Hayýr, yabancý dil hazýrlýk sýnýfýnda her modül için haftada 30 ders saatinden az olmamak üzere eðitim-öðretim yapýlan yoðun bir yabancý dil programý uygulanýr. Bu program akademik yýlýn baþýnda ilgili yabancý dil Hazýrlýk Birim Koordinatörü tarafýndan belirlenen ve Avrupa Birliði Ortak Çerçeve Programý standartlarýný karþýlayan bir kaynak kitap serisinin ek materyallerle desteklenmesi suretiyle yürütülür.
Hazýrlýk sýnýfý ders programý nasýl oluþturuluyor?;Yabancý dil hazýrlýk sýnýfýnda her modül için haftada 30 ders saatinden az olmamak üzere eðitim-öðretim yapýlan yoðun bir yabancý dil programý uygulanýr. Bu program akademik yýlýn baþýnda ilgili yabancý dil Hazýrlýk Birim Koordinatörü tarafýndan belirlenen ve Avrupa Birliði Ortak Çerçeve Programý standartlarýný karþýlayan bir kaynak kitap serisinin ek materyallerle desteklenmesi suretiyle yürütülür. Modüllerin haftalýk ders programlarý ve saatleri akademik yýl baþlangýcýnda, Yabancý Diller Koordinatörü ve Hazýrlýk Programý Birim Koordinatörlerinin ortaklaþa çalýþmalarý ile belirlenir ve ilan edilir.
Hazýrlýk eðitimi için ders kitaplarý ve materyaller nasýl temin edilir?;Üniversitemiz temin edecektir. Sizin Hazýrlýk Birim Kordinatörlüðünün belirlediði tarih ve sýnýfta olmanýz yeterli olacaktýr.
Hazýrlýk sýnýfý kitaplarý ücretli mi?;Hayýr. 
Hazýrlýk sýnýfý kitaplarý ücretsiz mi?;Evet.
Hazýrlýk sýnýfý kitaplarýný nereden almam gerekiyor?;Hazýrlýk Birim Kordinatörlüðün size bildireceði bina ve sýnýftan almanýz gerekir.
Hazýrlýk sýnýfý kitaplarýný nereden alýrým?;Diller okulundan ve Hazýrlýk Kordinatörlüðünün bildireceði sýnýftan almanýz gerekmektedir.
Yabancý Dil Sýnavý nedir?;Yabancý Dil Sýnavý hazýrlýk sýnýfýndan muaf olmak isteyen ya da belli bir seviyeden baþlamak isteyen öðrenciler için yapýlýr. Yabancý Dil Sýnavý, “Seviye Belirleme Sýnavý” ve “Yabancý Dil Yeterlilik Sýnavý” olmak üzere iki aþamada yürütülür.
Hazýrlýk okumamak için bir sýnav yapýyor musunuz?;Evet, hazýrlýk okumak istemeyenler için Seviye Tespit Sýnavý yapýlmaktadýr. Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýna girmeye hak kazanýrlar.
Hazýrlýk yýlýný geçmek için ne yapmam gerekiyor?;Seviye Tespit Sýnavýna girip baþarýsýnýn B2 ve üzeri seviyede çýkmasý gerekir.
Yabancý Dil Sýnavý ne zaman yapýlýyor?;Eðitim yýlý baþlamadan önce Hazýrlýk Birim Kordinatörü'nün belirlediði tarihte.
Hazýrlýk eðitimi hangi dillerde veriliyor?;Arapça, Türkçe, Ýngilizce.
Yabancý Dil Sýnavýna kimler girebilir?;Üniversitemize baþvuran ve bölümünde hazýrlýk bulunan herkes girebilir.
Yabancý Dil Sýnavý kaç bölümden oluþuyor?;Yabancý Dil Sýnavý, “Seviye Belirleme Sýnavý” ve “Yabancý Dil Yeterlilik Sýnavý” olmak üzere iki aþamadan oluþuyor.
Seviye Tespit sýnavýnýn iþleyiþi nedir?;Üniversiteye yeni kaydolan öðrencilerin yabancý dil seviyeleri, Üniversiteye kayýt yaptýrdýklarý akademik yýlýn baþýnda Hazýrlýk Birim Koordinatörü tarafýndan yapýlan Seviye Belirleme Sýnavý ile belirlenir.
Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar; Yabancý Dil Yeterlilik Sýnavýna girmeye hak kazanýrlar.
Öðrencilerin yabancý dil hazýrlýk programýnda hangi modüle yerleþtirilecekleri; Seviye Belirleme Sýnav sonuçlarýna göre Hazýrlýk Birim Koordinatörü tarafýndan belirlenir.
Seviye Belirleme Sýnavýna girmeyen öðrenciler yabancý dil hazýrlýk sýnýfýnda A1 (Baþlangýç) modülüne yerleþtirilir.;
"Seviye Belirleme Sýnavýna girmeyen öðrenciler için mazeret sýnavý yapýlmaz.""";
Seviye Tespit Sýnavýndan geçme notu kaçtýr?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýna girmeye hak kazanýrlar.
Seviye Tespit sýnavýna kaç kere girme hakkým var?;1 kere girme hakkýnýz bulunmaktadýr. Seviye Belirleme Sýnavýna girmeyen öðrenciler için mazeret sýnavý yapýlmaz.
TOEFL veya IELTS gibi uluslararasý sýnavlar hazýrlýk muafiyetinde geçerli mi?;Evet, Üniversitede zorunlu yabancý dil hazýrlýk sýnýfý muafiyeti için kabul edilen ulusal ve uluslararasý sýnavlarýn geçerlilik süresi 2 (iki) yýldýr.
Muafiyet sýnavýnda baþarýsýz olursam ne olur?;Yabancý Dil Muafiyet sýnavýnda baþarýsýz olma gibi bir durum söz konusu deðildir. Sýnav sonucuna göre belirlenen seviyeden hazýrlýk sýnýfýna devam edebileceksiniz.
Yabancý Dil Yeterlilik sýnavý nedir?;"Yabancý Dil Yeterlilik Sýnavý; öðrencilerin, dinlediðini anlama, kelime ve dil bilgisi, okuduðunu anlama, yazýlý ifade ve sözlü ifade bakýmýndan dil beceri ve yeterliliðini ölçer."
Bu yönerge hükümlerince belirlenen þartlarý taþýyan yabancý dil hazýrlýk sýnýfý öðrencileri; Hazýrlýk Birim Koordinatörü tarafýndan akademik yýlýn baþýnda yapýlan Yabancý Dil Yeterlilik Sýnavýna alýnýrlar.
Yabancý Dil Yeterlilik Sýnavýndan 100 üzerinden en az 70 puan alan öðrenciler; zorunlu yabancý dil hazýrlýk sýnýfýndan muaf tutularak kabul edildikleri lisans diploma programlarýna baþlamaya hak kazanýrlar.
Yabancý Dil Yeterlilik Sýnav sonuçlarý; sýnavdan sonra en geç üç gün içinde ilan edilir.
Yabancý Dil Yeterlilik Sýnavýnýn geçerlik süresi sýnavýn yapýldýðý tarihten itibaren iki yýldýr.;
"Yabancý Dil Yeterlilik Sýnavýnýn tarihleri akademik takvimde belirlenir ve önceden ilan edilir.""";
Ýngilizce hazýrlýk sýnýfý hangi seviyeden baþlýyor?;A1: Breakthrough (Baþlangýç) seviyesinden baþlamaktadýr.
Ýngilizce hazýrlýk sýnýfý kaç seviyeden oluþuyor?;A1: Breakthrough (Baþlangýç),
A2: Waystage (Orta Altý); 
B1: Threshold (Orta Öncesi); 
B1+: Threshold Plus(Orta);
B2: Vantage (Orta Üstü) olmak üzere;
"beþ farklý seviyeden oluþan modül sistemi uygulanýr.""";
Ýngilizce hazýrlýk yýlýndan muaf olmak için kaçýncý seviyede olmam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Ýngilizce muafiyet sýnavýný geçmek için kaç almam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Ýngilizce muafiyet sýnavý kaç bölümden oluþuyor?;Yabancý Dil Sýnavý, “Seviye Belirleme Sýnavý” ve “Yabancý Dil Yeterlilik Sýnavý” olmak üzere iki aþamadan oluþuyor.
Ýngilizce muafiyet sýnavý nasýl yapýlýyor?;Seviye Belirleme Sýnavý:
;
Üniversiteye yeni kayýt olan öðrencilerin yabancý dil seviyeleri; Üniversiteye kayýt yaptýrdýklarý akademik yýlýn baþýnda Hazýrlýk Birim Koordinatörü tarafýndan yapýlan Seviye Belirleme Sýnavý ile belirlenir.
;
Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar; Yabancý Dil Yeterlilik Sýnavýna girmeye hak kazanýrlar.
;
Öðrencilerin yabancý dil hazýrlýk programýnda hangi modüle yerleþtirilecekleri; Seviye Belirleme Sýnav sonuçlarýna göre Hazýrlýk Birim Koordinatörü tarafýndan belirlenir.
;
Seviye Belirleme Sýnavýna girmeyen öðrenciler yabancý dil hazýrlýk sýnýfýnda A1 (Breakthrough - Baþlangýç) modülüne yerleþtirilir.;
;
Seviye Belirleme Sýnavýna girmeyen öðrenciler için mazeret sýnavý yapýlmaz.;
;
Yabancý Dil Yeterlilik Sýnavý:;
;
"Yabancý Dil Yeterlilik Sýnavý; öðrencilerin"; dinlediðini anlama
;
Bu Yönerge hükümlerince belirlenen þartlarý taþýyan yabancý dil hazýrlýk sýnýfý öðrencileri; Hazýrlýk Birim Koordinatörü tarafýndan akademik yýlýn baþýnda yapýlan Yabancý Dil Yeterlilik Sýnavýna alýnýrlar.
;
Yabancý Dil Yeterlilik Sýnavýndan 100 üzerinden en az 70 puan alan öðrenciler; zorunlu yabancý dil hazýrlýk sýnýfýndan muaf tutularak kabul edildikleri lisans diploma programlarýna baþlamaya hak kazanýrlar.
;
Yabancý Dil Yeterlilik Sýnav sonuçlarý; sýnavdan sonra en geç üç gün içinde ilan edilir.
;
Yabancý Dil Yeterlilik Sýnavýnýn geçerlik süresi sýnavýn yapýldýðý tarihten itibaren iki yýldýr.;
;
"Yabancý Dil Yeterlilik Sýnavýnýn tarihleri akademik takvimde belirlenir ve önceden ilan edilir.""";
Yabancý Dil Yeterlilik sýnavýndan geçmem için kaç almam gerekir?;Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Ýngilizce muafiyet sýnavý test mi oluyor?;Sýnav hibrit bir þekilde yapýlýyor. Üniversitemizin resmi sayfasýnda Hazýrlýk Birimi kategorisinde örnek sorular bulabilirsiniz.
Ýngilizce muafiyet sýnavý klasik mi oluyor?;Hayýr, testler de bulunmaktadýr.
Türkçe hazýrlýk sýnýfý hangi seviyeden baþlýyor?;Genel olarak A1(Baþlangýç) seviyesinden baþlamaktadýr.
Türkçe hazýrlýk sýnýfý kaç seviyeden oluþuyor?;A1: (Baþlangýç),
A2: (Orta Altý); 
B1: (Orta Öncesi); 
B1+: (Orta);
B2:  (Orta Üstü) olmak üzere;
"beþ farklý seviyeden oluþan modül sistemi uygulanýr. Ýsteðe göre de C1 sýnýfý açýlabiliyor.""";
Türkçe hazýrlýk yýlýndan muaf olmak için kaçýncý seviyede olmam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Türkçe muafiyet sýnavýný geçmek için kaç almam gerekiyor?;Seviye Belirleme Sýnavý sonucuna göre seviyesi B2 veya üzerinde çýkanlar, Yabancý Dil Yeterlilik Sýnavýndan da 100 üzerinden en az 70 puan üzeri almýþ olmanýz gerekir.
Türkçe muafiyet sýnavý kaç bölümden oluþuyor?;Yabancý Dil Sýnavý, “Seviye Belirleme Sýnavý” ve “Yabancý Dil Yeterlilik Sýnavý” olmak üzere iki aþamadan oluþuyor.
Arapça hazýrlýkta haftalýk kaç saat ders veriliyor?;Yabancý dil hazýrlýk sýnýfýnda her modül için haftada 30 ders saatinden az olmamak üzere eðitim-öðretim yapýlan yoðun bir yabancý dil programý uygulanýr. Bu program akademik yýlýn baþýnda ilgili yabancý dil Hazýrlýk Birim Koordinatörü tarafýndan belirlenen ve Avrupa Birliði Ortak Çerçeve Programý standartlarýný karþýlayan bir kaynak kitap serisinin ek materyallerle desteklenmesi suretiyle yürütülür.
Türkçe muafiyet sýnavý test mi, klasik mi oluyor?;Hibrit bir þekilde yapýlýyor.
Türkçe muafiyet sýnavý test mi oluyor?;Hayýr, sadece test içerikli deðildir.
Türkçe muafiyet sýnavý klasik mi oluyor?;Hayýr, sýnavýn içinde test içeren bölümler bulunuyor.
Arapça hazýrlýk sýnýfý hangi seviyeden baþlýyor?;A1: (Baþlangýç) seviyesinden baþlamaktadýr.
